Cause,Donor_Name,Amount,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Snehi,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Sri Ramachandra Institute of Higher Education and Research (Deemed University),,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Fortis National Mental Health Program,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,ReachOut India,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Anjali Mental Health Rights Organization,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Nirvana Foundation,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Alzheimer's and Related Disorders Society of India (ARDSI),,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,NIMH (National Initiative for Mental Health),,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Ummeed Child Development Center,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,The Blue Dawn,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Prafulta Psychological Services,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Richmond Fellowship Society,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Mann Talks,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Mindwise,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,InnerHour,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Isha Foundation's Inner Engineering,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Jeevan Aastha,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,NAMI India,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,The Mind Care,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Mental Health Action Trust (MHAT),,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Centre for Mental Health Law & Policy (CMHLP),,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,HopeQure,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,The Mind Clan,,,,,,,,,,,,,,,,,,,,,,,,
 Mental Health ,Sanity Star,,,,,,,,,,,,,,,,,,,,,,,,
Education,Lifeline Foundation,50000,,,,,,,,,,,,,,,,,,,,,,,
Education,Mr Debashish Mukherji,11000,,,,,,,,,,,,,,,,,,,,,,,
Education,"	Saraswati Education Trust",30000,,,,,,,,,,,,,,,,,,,,,,,
Education,Rajeshkumar S.Shah,50000,,,,,,,,,,,,,,,,,,,,,,,
Education,Kanchan Baa Education Trust,17000,,,,,,,,,,,,,,,,,,,,,,,
Education,Pannaben Pravinbhai Patel,100000,,,,,,,,,,,,,,,,,,,,,,,
Education,Shree Dayanand Saraswati Education Trust,15000,,,,,,,,,,,,,,,,,,,,,,,
Education,Mayank Raj,7200,,,,,,,,,,,,,,,,,,,,,,,
Education,Bhavini B Patel,50000,,,,,,,,,,,,,,,,,,,,,,,
Education,Bhaveshkumar M Patel,50000,,,,,,,,,,,,,,,,,,,,,,,
Education,J.N.Education Society,22700,,,,,,,,,,,,,,,,,,,,,,,
Education,"Kailash Chander Anand Charitable & Educational Society	",110000,,,,,,,,,,,,,,,,,,,,,,,
Education,Shree Monark Education Trust,25000,,,,,,,,,,,,,,,,,,,,,,,
Education,Bhushan Patil,1000,,,,,,,,,,,,,,,,,,,,,,,
Education,Ajay Thakur,1000,,,,,,,,,,,,,,,,,,,,,,,
Education,Sharada Education Trust,25000,,,,,,,,,,,,,,,,,,,,,,,
Education,Indian American Education Foundation,146718,,,,,,,,,,,,,,,,,,,,,,,
Education,Govindlal M Patel,25000,,,,,,,,,,,,,,,,,,,,,,,
Education,Sonal Trading Co,25000,,,,,,,,,,,,,,,,,,,,,,,
Education,JSK,1000,,,,,,,,,,,,,,,,,,,,,,,
Education,Nafisa Parvez Buhariwalla,102000,,,,,,,,,,,,,,,,,,,,,,,
Education,Tata Trusts,2000000,,,,,,,,,,,,,,,,,,,,,,,
Education,Nalanda Foundation,1000000,,,,,,,,,,,,,,,,,,,,,,,
Education,MacArthur Foundation,500000,,,,,,,,,,,,,,,,,,,,,,,
Education,Navin Flourin Internation Limited,600000,,,,,,,,,,,,,,,,,,,,,,,
Education,Gruh Finance Limited,100000,,,,,,,,,,,,,,,,,,,,,,,
Education,Dr K.R Shroff Foundation,100000,,,,,,,,,,,,,,,,,,,,,,,
Education,One World Foundation,750000,,,,,,,,,,,,,,,,,,,,,,,
Education,SBI Foundation,1000000,,,,,,,,,,,,,,,,,,,,,,,
Education,Bajaj ,300000,,,,,,,,,,,,,,,,,,,,,,,
Animal Welfare,Kotappakonda Environment Education Centre,400500,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Ushaben Atulkumar,20000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Asharam khemchand Meghani,25000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Aneri Deepak Patel,50000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Moson Le Exparts,30000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Punit Devdutt Sood,100000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Keyur Machhavada,25000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Mona Shah,125000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Bina Chudgar,62500,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,NAB Visnagar,15000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Manish Kishan Gupta,30000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Hasmukhbhai Kantilal Shah,25000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Udayprabha Narendrabhai Patel,6000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,K & K Expoters,25000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Kalavatiben Babulal Raval,100000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Ishwarsing Champawat,12000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Gujarat State Seeds Corporation Limited,8867000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Hasmukhlal Chhotalal & Family,100000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Chatla Narsaiah Ramaiah,75000,,,,,,,,,,,,,,,,,,,,,,,
Agriculture Development,Roopal and Kokila Shah,87501,,,,,,,,,,,,,,,,,,,,,,,
Sports,Kapil Dev,1210000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Steel Authority of India Limited,1000000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Board of Control for Cricket in India,5000000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Oscar Foundation,125000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Khel Khel Mein Foundation,500000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Victory Sports Foundation,75000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Sanskriti Samvardhan Mandal,100000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Virat Kohli Foundation,500000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Megha Engineering Limited,45000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Qwik Supply Chain,75000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Sushmita Bagchee,100000,,,,,,,,,,,,,,,,,,,,,,,
Sports,VM Salgaoncar and Brothers,50000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Bajaj Group,100000,,,,,,,,,,,,,,,,,,,,,,,
Sports,VS Dempo and Co,75000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Haldia Energy,50000,,,,,,,,,,,,,,,,,,,,,,,
Sports,CFTI,100000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Satya Special School,75000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Rotary India,125000,,,,,,,,,,,,,,,,,,,,,,,
Sports,CDOT,50000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Coorgs Foundation,50000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Lions Health Foundation,75000,,,,,,,,,,,,,,,,,,,,,,,
Sports,AIFF,100000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Lakshya,75000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Arpinder Singh,50000,,,,,,,,,,,,,,,,,,,,,,,
Sports,Amit Kumar,25000,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Dilip Kumar V Lakhi,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Morari Bapu,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Govindbhai Dholakia,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Patna Mahavir Mandir,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Mahesh Kabutarwala of Swiss Glascoat Equipments,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Ambani family,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,WS Habeeb,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Lavji Badshah,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Prakash Gupta,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,"Jain Community, Mumbai",,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Infosys Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Akshay Kumar ,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Vijay Shekar Sharma,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Sajjan Jindal,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Adi Godrej,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Kiran Mazumdar-Shaw,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Anand Burman,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Radhakishan Damani,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Karsanbhai Patel ,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Rajesh Mehta,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Subhash Chandra,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Cyrus Poonawala,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Kumar Mangalam Birla,,,,,,,,,,,,,,,,,,,,,,,,
Religious and Spiritual Cause,Tata Sons,,,,,,,,,,,,,,,,,,,,,,,,
Health,Wellcome Trust,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,"Science and Engineering Research Board (SERB), DST, GoI","$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,MMTC Ltd,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Deepak Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Sir Dorabji Trust,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Bill & Melinda Gates Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Nand & Jeet Khemka Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Infosys Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,HT Parekh Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Amar Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Health,American India Foundation,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Friends of ISB Foundation,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Give2Asia/Deshpande Foundation,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Spandana Foundation,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Health,HCL Corporation,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Ms Rohini Nilekani,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,AKM Systems Pvt. Ltd,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Ranbaxy Promoter Group,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Reliance Industries,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,GMR Projects Pvt. Ltd,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,GVK Power and Infrastructure Ltd,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Dr.Mangal Katikineni,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Dr. Anil Tulpule ,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Dr. M K Mohan,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Mr. Hari Bugganna,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Health, Prof M A Vijayalakshmi,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Health,NTT Data Employee Volunteering,"$1,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Hexaware Technologies Ltd.,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Ican India,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Health,L&T Hydrocarbon Engineering,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Health,Tata AIG General Insurance Company Limited,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Health,HCL Foundation,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Amazon India Private Limited,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Ashish Dhawan,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,DELL,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,HDFC Bank Limited,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Hindustan Gum and Chemicals Limited,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,IBM India Private Limited,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Larsen & Toubro Limited,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Microsoft Corporation India Private Ltd.,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Quest Alliance,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,The Hans Foundation,"$1,00,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Akamai Technologies,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Cognizant Foundation,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Extreme Networks India Pvt. Ltd.,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Franklin Templeton Asset Management (India) Pvt. Ltd.,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Tata Chemicals Society for Rural Development,"$50,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,ACC Limited,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Akzo Nobel India Limited,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Arrow Electronics India Private Limited,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Hero Motocorp Limited,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,The National Basketball Association,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,SHELL Energy India Private Limited,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Telstra India Private Limited,"$10,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Goldman Sachs India Pvt. Ltd.,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Jindal Stainless Foundation,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Madurai Corporation,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Schoolnet India Limited,"$5,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,NTT Data Employee Volunteering,"$1,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Hexaware Technologies Ltd.,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Ican India,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,L&T Hydrocarbon Engineering,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Tata AIG General Insurance Company Limited,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,HCL Foundation,"$25,000",,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Azim Premji Philanthropic Initiatives,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,JSW Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Wadhwani Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Goodera,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Omidyar Network India,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Ramakrishna Mission,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,GMR Varalakshmi Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,SEWA International,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,CARE India,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Cry (Child Rights and You),,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Smile Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Oxfam India,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Magic Bus,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,SOS Children's Villages of India,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Akshaya Patra Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Médecins Sans Frontières (MSF) - India,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian Relief,Bhagwan Mahaveer Viklang Sahayata Samiti (BMVSS),,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Sahitya Akademi,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Lalit Kala Akademi,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Sangeet Natak Akademi,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Indian Council for Cultural Relations (ICCR),,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Kala Ghoda Association,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Art Alive Gallery,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Raja Ravi Varma Heritage Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Jindal Arts Centre,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Osian's Connoisseurs of Art,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Crafts Council of India,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,India Foundation for the Arts (IFA),,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,The Gujral Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Sanskriti Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Cultural Survival,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Anita Ratnam's Arangham Trust,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Delhi Art Gallery (DAG),,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,"The Royal Opera House, Mumbai",,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,Kolkata Centre for Creativity,,,,,,,,,,,,,,,,,,,,,,,,
Arts and Culture,"Dastkar
",,,,,,,,,,,,,,,,,,,,,,,,
university education,Law Foundation of BC,,,,,,,,,,,,,,,,,,,,,,,,
university education,Dr. Ken Lepin,,,,,,,,,,,,,,,,,,,,,,,,
university education,New Gold - New Afton Mine,,,,,,,,,,,,,,,,,,,,,,,,
university education,RBC & RBC Foundation,,,,,,,,,,,,,,,,,,,,,,,,
university education,Patricia & Wolfram Sellmer,,,,,,,,,,,,,,,,,,,,,,,,
university education,Andrew Sheret Ltd.,,,,,,,,,,,,,,,,,,,,,,,,
university education,ARH Healthcare Foundation,,,,,,,,,,,,,,,,,,,,,,,,
university education,Associated Ginseng Growers of BC,,,,,,,,,,,,,,,,,,,,,,,,
university education,BMO Financial Group,,,,,,,,,,,,,,,,,,,,,,,,
university education,Dr. Mark & Ellen Brown,,,,,,,,,,,,,,,,,,,,,,,,
university education,Tom LaFreniere & Donna Mellquist,,,,,,,,,,,,,,,,,,,,,,,,
university education,Drs. Roland & Anne Neave & Family,,,,,,,,,,,,,,,,,,,,,,,,
university education,Dr. Lloyd & Rae Nixon,,,,,,,,,,,,,,,,,,,,,,,,
university education,Al & Bina Patel,,,,,,,,,,,,,,,,,,,,,,,,
university education,Carl & Karen Abbott,,,,,,,,,,,,,,,,,,,,,,,,
university education,Hayley Bennett Ortner,,,,,,,,,,,,,,,,,,,,,,,,
university education,The Chrystall Family,,,,,,,,,,,,,,,,,,,,,,,,
university education,Economic Trust of the Southern Interior,,,,,,,,,,,,,,,,,,,,,,,,
university education,Ford Canada,,,,,,,,,,,,,,,,,,,,,,,,
university education,FortisBC,,,,,,,,,,,,,,,,,,,,,,,,
university education,Kamloops Sports Legacy Fund,,,,,,,,,,,,,,,,,,,,,,,,
university education,KPMG LLP & KPMG Foundation,,,,,,,,,,,,,,,,,,,,,,,,
university education,Guy Mercier & Family,,,,,,,,,,,,,,,,,,,,,,,,
university education,The Perry Family,,,,,,,,,,,,,,,,,,,,,,,,
university education,Patricia Petley,,,,,,,,,,,,,,,,,,,,,,,,
university education,Stanley Bennett & Patricia Behe,,,,,,,,,,,,,,,,,,,,,,,,
university education,Vancouver Foundation,,,,,,,,,,,,,,,,,,,,,,,,
university education,TRU Students' Union,,,,,,,,,,,,,,,,,,,,,,,,
university education,Dr. Bas & Shankaramma Gowd,,,,,,,,,,,,,,,,,,,,,,,,
university education,Bruce & Theresa Gysel,,,,,,,,,,,,,,,,,,,,,,,,
university education,Lawson Lundell LLP,,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"KSRLM –Karnataka State Rural Livelihood Mission Department of Rural Development ,GoK	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Arghyam	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"ITC Ltd	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"MENZIES Bobba Pvt.Limited	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Quest Alliance	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,Karnataka Forest Department        ,,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Karnataka Evaluation Authority	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Bosch Ltd.	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Habitat for Humanity India	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"SWISS AGENCY FOR DEVELOPMENT & COOPERATION(SDC)	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"German Agro Action	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"FORD FOUNDATION	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"MISEREOR	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"KFO	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"SCIAF	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"SERI – 2000	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"SWASHAKTI	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"JSYS	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,NABARD,,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"DDP	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"CAPART	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,DPAP,,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,RGF,,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"ITDA	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Upper Krishna River Rehabilitation Project	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Deshpande Foundation	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"ICAR/NAIP	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Tamil Nadu Women's development Corporation / IFAD Department of Sericulture	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,"Karnataka Forest Department, GOK	",,,,,,,,,,,,,,,,,,,,,,,,
Rural Development ,PRAXIS,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,East Asian-Australasian Flyway Secretariat,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"European Commission
",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"International Investment Bank
",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"Japanese Ramsar Committee for Relevant Municipalities
",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"Roundtable on Sustainable Palm Oil (RSPO)
",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"Roundtable on Sustainable Palm Oil (RSPO)
",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"Roundtable on Sustainable Palm Oil (RSPO)
",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Canada Global Affairs,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Canadian Embassy,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Canadian Wildlife Service,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,China State Forestry Administration (SFA),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,German Corporation for International Cooperation GmbH (GIZ),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Japan Fund for Global Environment (JFGE),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Japan Ministry of the Environment,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"Netherlands Enterprise Agency (RVO), Sustainable Water Fund (FDW)",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Netherlands Ministry of Foreign Affairs (DGIS),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Netherlands Fonds Duurzaam Water,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Netherlands Embassy in Mali,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Norwegian Environment Agency,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,United States Agency for International Development (USAID),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Avendus Group,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Avina Coca-Cola,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Danone,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Dutch Postcode Lottery (Nationale Postcode Loterij),,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Keidanren Nature Conservation Fund (KNCF),,,,,,,,,,,,,,,,,,,,,,,,
